#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADIPOQ	REN	9606.ENSP00000389814	9606.ENSP00000272190	0	0	0	0	0	0	0	0.663	0.663
ADIPOQ	PPARG	9606.ENSP00000389814	9606.ENSP00000287820	0	0	0	0	0.063	0	0.900	0.894	0.989
ADIPOQ	ACE	9606.ENSP00000389814	9606.ENSP00000290866	0	0	0	0	0.066	0	0	0.621	0.631
ADIPOQ	CARTPT	9606.ENSP00000389814	9606.ENSP00000296777	0	0	0	0	0.056	0	0	0.402	0.411
ADIPOQ	COL1A2	9606.ENSP00000389814	9606.ENSP00000297268	0	0	0.384	0	0.063	0	0	0.273	0.543
ADIPOQ	NOS3	9606.ENSP00000389814	9606.ENSP00000297494	0	0	0	0	0.062	0	0	0.681	0.687
ADIPOQ	CD34	9606.ENSP00000389814	9606.ENSP00000310036	0	0	0	0	0.102	0	0	0.412	0.449
ADIPOQ	LEP	9606.ENSP00000389814	9606.ENSP00000312652	0	0	0	0	0.145	0	0	0.924	0.932
ADIPOQ	ADRB3	9606.ENSP00000389814	9606.ENSP00000343782	0	0	0	0	0.062	0	0	0.637	0.645
ADIPOQ	AGT	9606.ENSP00000389814	9606.ENSP00000355627	0	0	0	0	0	0	0	0.652	0.652
ADIPOQ	PTGS2	9606.ENSP00000389814	9606.ENSP00000356438	0	0	0	0	0	0	0	0.516	0.516
ADIPOQ	CNR1	9606.ENSP00000389814	9606.ENSP00000358513	0	0	0	0	0	0	0	0.506	0.506
ADIPOQ	GLP1R	9606.ENSP00000389814	9606.ENSP00000362353	0	0	0	0	0	0	0	0.457	0.457
ADIPOQ	NPPB	9606.ENSP00000389814	9606.ENSP00000365651	0	0	0	0	0	0	0	0.457	0.457
ADIPOQ	EDN1	9606.ENSP00000389814	9606.ENSP00000368683	0	0	0	0	0	0	0	0.558	0.558
ADIPOQ	POMC	9606.ENSP00000389814	9606.ENSP00000384092	0	0	0	0	0	0	0	0.596	0.596
ADIPOQ	NPY	9606.ENSP00000389814	9606.ENSP00000384364	0	0	0	0	0	0	0	0.602	0.602
ADIPOQ	PPARA	9606.ENSP00000389814	9606.ENSP00000385523	0	0	0	0	0	0	0	0.824	0.824
ADIPOQ	AGTR1	9606.ENSP00000389814	9606.ENSP00000419422	0	0	0	0	0	0	0	0.578	0.578
ADIPOQ	APLN	9606.ENSP00000389814	9606.ENSP00000391800	0	0	0	0	0	0	0	0.686	0.686
ADM	RAMP2	9606.ENSP00000436607	9606.ENSP00000253796	0	0	0	0	0	0.878	0.800	0.978	0.999
ADM	REN	9606.ENSP00000436607	9606.ENSP00000272190	0	0	0	0	0	0	0	0.698	0.698
ADM	CRH	9606.ENSP00000436607	9606.ENSP00000276571	0	0	0	0	0	0	0.500	0.293	0.631
ADM	ACE	9606.ENSP00000436607	9606.ENSP00000290866	0	0	0	0	0.063	0	0	0.535	0.545
ADM	UCN	9606.ENSP00000436607	9606.ENSP00000296099	0	0	0	0	0	0	0	0.450	0.450
ADM	NOS3	9606.ENSP00000436607	9606.ENSP00000297494	0	0	0	0	0	0	0	0.467	0.467
ADM	TAC1	9606.ENSP00000436607	9606.ENSP00000321106	0	0	0	0	0	0	0	0.506	0.506
ADM	CALCA	9606.ENSP00000436607	9606.ENSP00000331746	0	0	0	0	0	0	0.800	0.878	0.974
ADM	AGT	9606.ENSP00000436607	9606.ENSP00000355627	0	0	0	0	0	0	0	0.461	0.461
ADM	NPR1	9606.ENSP00000436607	9606.ENSP00000357669	0	0	0	0	0.062	0	0	0.443	0.455
ADM	NPPB	9606.ENSP00000436607	9606.ENSP00000365651	0	0	0	0	0	0	0	0.565	0.565
ADM	NPPA	9606.ENSP00000436607	9606.ENSP00000365663	0	0	0	0	0	0	0	0.564	0.564
ADM	EDN1	9606.ENSP00000436607	9606.ENSP00000368683	0	0	0	0	0.065	0.213	0	0.716	0.773
ADM	AVP	9606.ENSP00000436607	9606.ENSP00000369647	0	0	0	0	0	0	0.500	0.685	0.835
ADM	ADM2	9606.ENSP00000436607	9606.ENSP00000379087	0	0	0	0	0	0	0.300	0.894	0.923
ADM	POMC	9606.ENSP00000436607	9606.ENSP00000384092	0	0	0	0	0	0	0.500	0.504	0.741
ADM	NPY	9606.ENSP00000436607	9606.ENSP00000384364	0	0	0	0	0	0	0	0.458	0.458
ADM	MME	9606.ENSP00000436607	9606.ENSP00000418525	0	0	0	0	0	0.213	0	0.468	0.563
ADM2	RAMP2	9606.ENSP00000379087	9606.ENSP00000253796	0	0	0	0	0	0	0.500	0.885	0.940
ADM2	CRH	9606.ENSP00000379087	9606.ENSP00000276571	0	0	0	0	0	0	0.500	0.144	0.554
ADM2	CALCA	9606.ENSP00000379087	9606.ENSP00000331746	0	0	0	0	0	0	0.500	0.763	0.876
ADM2	AVP	9606.ENSP00000379087	9606.ENSP00000369647	0	0	0	0	0	0	0.500	0.079	0.519
ADM2	POMC	9606.ENSP00000379087	9606.ENSP00000384092	0	0	0	0	0	0	0.500	0.664	0.825
ADM2	ADM	9606.ENSP00000379087	9606.ENSP00000436607	0	0	0	0	0	0	0.300	0.894	0.923
ADORA1	OXT	9606.ENSP00000356205	9606.ENSP00000217386	0	0	0	0	0.062	0	0.600	0.424	0.765
ADORA1	P2RX1	9606.ENSP00000356205	9606.ENSP00000225538	0	0	0	0	0	0	0	0.636	0.636
ADORA1	REN	9606.ENSP00000356205	9606.ENSP00000272190	0	0	0	0	0.062	0	0	0.469	0.480
ADORA1	GJA1	9606.ENSP00000356205	9606.ENSP00000282561	0	0	0	0	0.088	0	0	0.391	0.420
ADORA1	NOS3	9606.ENSP00000356205	9606.ENSP00000297494	0	0	0	0	0.062	0	0	0.452	0.463
ADORA1	ADRB2	9606.ENSP00000356205	9606.ENSP00000305372	0	0	0	0.673	0.062	0.270	0	0.509	0.400
ADORA1	TAC1	9606.ENSP00000356205	9606.ENSP00000321106	0	0	0	0	0.088	0	0	0.467	0.493
ADORA1	EDN3	9606.ENSP00000356205	9606.ENSP00000337128	0	0	0	0	0.061	0	0.600	0	0.608
ADORA1	P2RX2	9606.ENSP00000356205	9606.ENSP00000343339	0	0	0	0	0	0	0	0.559	0.559
ADORA1	P2RX4	9606.ENSP00000356205	9606.ENSP00000353032	0	0	0	0	0	0	0	0.602	0.602
ADORA1	VR1	9606.ENSP00000356205	9606.ENSP00000461007	0	0	0	0	0	0.058	0	0.419	0.429
ADORA1	TRPV1	9606.ENSP00000356205	9606.ENSP00000459962	0	0	0	0	0	0.058	0	0.419	0.429
ADORA1	EDN2	9606.ENSP00000356205	9606.ENSP00000361668	0	0	0	0	0	0	0.600	0	0.600
ADORA1	EDN1	9606.ENSP00000356205	9606.ENSP00000368683	0	0	0	0	0	0	0.600	0.324	0.718
ADORA1	NPY	9606.ENSP00000356205	9606.ENSP00000384364	0	0	0	0	0.076	0	0.600	0.359	0.742
ADRA1A	GNB3	9606.ENSP00000369960	9606.ENSP00000229264	0	0	0	0	0	0.157	0.600	0.321	0.751
ADRA1A	ADRA1B	9606.ENSP00000369960	9606.ENSP00000306662	0	0	0	0.936	0.062	0.676	0.800	0.883	0.937
ADRA1A	ADRA1D	9606.ENSP00000369960	9606.ENSP00000368766	0	0	0	0.932	0.062	0.213	0.800	0.543	0.845
ADRA1A	TBXA2R	9606.ENSP00000369960	9606.ENSP00000393333	0	0	0	0.581	0	0	0.500	0.187	0.532
ADRA1A	NOS1	9606.ENSP00000369960	9606.ENSP00000477999	0	0	0	0	0.070	0.213	0	0.694	0.757
ADRA1B	GNB3	9606.ENSP00000306662	9606.ENSP00000229264	0	0	0	0	0	0.157	0.600	0.124	0.678
ADRA1B	ADRB2	9606.ENSP00000306662	9606.ENSP00000305372	0	0	0	0.801	0	0	0.900	0.767	0.915
ADRA1B	NOS1	9606.ENSP00000306662	9606.ENSP00000477999	0	0	0	0	0	0.213	0	0.456	0.553
ADRA1B	TBXA2R	9606.ENSP00000306662	9606.ENSP00000393333	0	0	0	0	0.062	0	0.500	0.630	0.811
ADRA1B	ADRA1D	9606.ENSP00000306662	9606.ENSP00000368766	0	0	0	0.932	0.111	0.270	0.800	0.812	0.866
ADRA1B	AGTR2	9606.ENSP00000306662	9606.ENSP00000360973	0	0	0	0.585	0	0	0.900	0.340	0.912
ADRA1B	AGT	9606.ENSP00000306662	9606.ENSP00000355627	0	0	0	0	0.098	0.056	0.900	0.123	0.915
ADRA1B	EDN1	9606.ENSP00000306662	9606.ENSP00000368683	0	0	0	0	0.070	0	0.900	0.313	0.930
ADRA1B	ADRA1A	9606.ENSP00000306662	9606.ENSP00000369960	0	0	0	0.936	0.062	0.676	0.800	0.883	0.937
ADRA1D	GNB3	9606.ENSP00000368766	9606.ENSP00000229264	0	0	0	0	0.065	0.157	0.600	0.285	0.744
ADRA1D	ADRA1B	9606.ENSP00000368766	9606.ENSP00000306662	0	0	0	0.932	0.111	0.270	0.800	0.812	0.866
ADRA1D	TBXA2R	9606.ENSP00000368766	9606.ENSP00000393333	0	0	0	0	0	0	0.500	0.608	0.795
ADRA1D	ADRA1A	9606.ENSP00000368766	9606.ENSP00000369960	0	0	0	0.932	0.062	0.213	0.800	0.543	0.845
ADRA2B	GNB3	9606.ENSP00000480573	9606.ENSP00000229264	0	0	0	0	0	0.157	0.600	0.254	0.726
ADRA2B	AVPR2	9606.ENSP00000480573	9606.ENSP00000351805	0	0	0	0	0	0	0	0.435	0.435
ADRB1	GNB3	9606.ENSP00000358301	9606.ENSP00000229264	0	0	0	0	0	0.157	0	0.528	0.585
ADRB1	REN	9606.ENSP00000358301	9606.ENSP00000272190	0	0	0	0	0	0	0	0.561	0.561
ADRB1	ACE	9606.ENSP00000358301	9606.ENSP00000290866	0	0	0	0	0.062	0	0	0.610	0.618
ADRB1	NOS3	9606.ENSP00000358301	9606.ENSP00000297494	0	0	0	0	0.062	0	0	0.413	0.426
ADRB1	ADRB2	9606.ENSP00000358301	9606.ENSP00000305372	0	0	0	0.937	0	0.182	0.800	0.985	0.839
ADRB1	CYP11B2	9606.ENSP00000358301	9606.ENSP00000325822	0	0	0	0	0	0	0	0.451	0.451
ADRB1	TNNI3	9606.ENSP00000358301	9606.ENSP00000341838	0	0	0	0	0	0	0	0.404	0.404
ADRB1	ADRB3	9606.ENSP00000358301	9606.ENSP00000343782	0	0	0	0.931	0	0	0.800	0.847	0.811
ADRB1	PDE4D	9606.ENSP00000358301	9606.ENSP00000345502	0	0	0	0	0	0.182	0	0.731	0.771
ADRB1	AGT	9606.ENSP00000358301	9606.ENSP00000355627	0	0	0	0	0	0.056	0	0.478	0.486
ADRB1	MYH6	9606.ENSP00000358301	9606.ENSP00000386041	0	0	0	0	0.062	0.070	0	0.429	0.458
ADRB1	POMC	9606.ENSP00000358301	9606.ENSP00000384092	0	0	0	0	0	0	0.600	0.265	0.693
ADRB1	NPPA	9606.ENSP00000358301	9606.ENSP00000365663	0	0	0	0	0.062	0	0.600	0.455	0.777
ADRB2	OXT	9606.ENSP00000305372	9606.ENSP00000217386	0	0	0	0	0	0	0.600	0.378	0.740
ADRB2	GNB3	9606.ENSP00000305372	9606.ENSP00000229264	0	0	0	0	0	0.157	0	0.557	0.610
ADRB2	REN	9606.ENSP00000305372	9606.ENSP00000272190	0	0	0	0	0	0	0	0.509	0.509
ADRB2	PPARG	9606.ENSP00000305372	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.457	0.465
ADRB2	ACE	9606.ENSP00000305372	9606.ENSP00000290866	0	0	0	0	0.049	0	0	0.562	0.566
ADRB2	ADH5	9606.ENSP00000305372	9606.ENSP00000296412	0	0	0	0	0	0	0	0.520	0.520
ADRB2	NOS3	9606.ENSP00000305372	9606.ENSP00000297494	0	0	0	0	0.062	0	0	0.508	0.518
ADRB2	NOS1	9606.ENSP00000305372	9606.ENSP00000477999	0	0	0	0	0	0.213	0	0.270	0.400
ADRB2	ADORA1	9606.ENSP00000305372	9606.ENSP00000356205	0	0	0	0.673	0.062	0.270	0	0.509	0.400
ADRB2	TBXA2R	9606.ENSP00000305372	9606.ENSP00000393333	0	0	0	0	0	0	0	0.402	0.402
ADRB2	GLP1R	9606.ENSP00000305372	9606.ENSP00000362353	0	0	0	0	0	0	0	0.406	0.406
ADRB2	NPPA	9606.ENSP00000305372	9606.ENSP00000365663	0	0	0	0	0.053	0	0	0.408	0.416
ADRB2	AGTRAP	9606.ENSP00000305372	9606.ENSP00000319713	0	0	0	0	0	0.076	0	0.421	0.442
ADRB2	GCGR	9606.ENSP00000305372	9606.ENSP00000383558	0	0	0	0	0	0	0	0.455	0.455
ADRB2	F2R	9606.ENSP00000305372	9606.ENSP00000321326	0	0	0	0	0	0	0	0.466	0.465
ADRB2	AVP	9606.ENSP00000305372	9606.ENSP00000369647	0	0	0	0	0	0	0.500	0.100	0.531
ADRB2	AVPR2	9606.ENSP00000305372	9606.ENSP00000351805	0	0	0	0.567	0	0	0.300	0.848	0.555
ADRB2	LEP	9606.ENSP00000305372	9606.ENSP00000312652	0	0	0	0	0	0	0	0.555	0.555
ADRB2	CNR1	9606.ENSP00000305372	9606.ENSP00000358513	0	0	0	0.592	0	0.312	0	0.895	0.562
ADRB2	EDN3	9606.ENSP00000305372	9606.ENSP00000337128	0	0	0	0	0	0	0.600	0.102	0.625
ADRB2	EDN2	9606.ENSP00000305372	9606.ENSP00000361668	0	0	0	0	0	0	0.600	0.126	0.635
ADRB2	AGTR1	9606.ENSP00000305372	9606.ENSP00000419422	0	0	0	0.614	0	0	0.500	0.917	0.676
ADRB2	NPY	9606.ENSP00000305372	9606.ENSP00000384364	0	0	0	0	0	0	0.600	0.423	0.759
ADRB2	ADRB1	9606.ENSP00000305372	9606.ENSP00000358301	0	0	0	0.937	0	0.182	0.800	0.985	0.839
ADRB2	ADRB3	9606.ENSP00000305372	9606.ENSP00000343782	0	0	0	0.919	0	0.213	0.800	0.936	0.848
ADRB2	ADRA1B	9606.ENSP00000305372	9606.ENSP00000306662	0	0	0	0.801	0	0	0.900	0.767	0.915
ADRB2	AGTR2	9606.ENSP00000305372	9606.ENSP00000360973	0	0	0	0.589	0	0	0.900	0.391	0.915
ADRB2	EDN1	9606.ENSP00000305372	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0.398	0.937
ADRB2	AGT	9606.ENSP00000305372	9606.ENSP00000355627	0	0	0	0	0	0.056	0.900	0.396	0.938
ADRB2	PDE4D	9606.ENSP00000305372	9606.ENSP00000345502	0	0	0	0	0	0.145	0	0.963	0.967
ADRB3	GNB3	9606.ENSP00000343782	9606.ENSP00000229264	0	0	0	0	0	0.157	0	0.517	0.575
ADRB3	PPARG	9606.ENSP00000343782	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.681	0.686
ADRB3	NOS3	9606.ENSP00000343782	9606.ENSP00000297494	0	0	0	0	0	0	0	0.468	0.468
ADRB3	ADRB2	9606.ENSP00000343782	9606.ENSP00000305372	0	0	0	0.919	0	0.213	0.800	0.936	0.848
ADRB3	LEP	9606.ENSP00000343782	9606.ENSP00000312652	0	0	0	0	0.062	0	0	0.682	0.689
ADRB3	POMC	9606.ENSP00000343782	9606.ENSP00000384092	0	0	0	0	0	0	0	0.440	0.440
ADRB3	NPY	9606.ENSP00000343782	9606.ENSP00000384364	0	0	0	0	0	0	0	0.451	0.451
ADRB3	PPARA	9606.ENSP00000343782	9606.ENSP00000385523	0	0	0	0	0	0.056	0	0.569	0.575
ADRB3	ADIPOQ	9606.ENSP00000343782	9606.ENSP00000389814	0	0	0	0	0.062	0	0	0.637	0.645
ADRB3	ADRB1	9606.ENSP00000343782	9606.ENSP00000358301	0	0	0	0.931	0	0	0.800	0.847	0.811
AGT	UTS2	9606.ENSP00000355627	9606.ENSP00000054668	0	0	0	0	0.104	0	0.500	0.164	0.593
